member_id,user,book,publisher,gender,id_authors,id,stage_id,name
res_partner_maria,Maria Clark Hernandez,Smilla's Sense of Snow,Island,carta,Peter Hoeg,library_checkout_P0014390,Canceled,P0014390
res_partner_david,David Murphy Fox,Different Seasons,Penguin Putnam~mass,novela,Stephen King,library_checkout_P0014391,Canceled,P0014391
res_partner_rachel,Rachel Kemp Garcia,Skull Session,Signet Book,ensayo,Daniel Hecht,library_checkout_P0014392,Canceled,P0014392
res_partner_tiffany,Tiffany Schultz Adams,La Nuit Des Temps,Presses De La Cite French,égloga,Rene Barjavel,library_checkout_P0014393,Borrowed,P0014393
res_partner_richard,Richard Larson Palmer,"All the Pretty Horses (Border Trilogy, Vol 1)",Alfred A. Knopf,crónica,Cormac McCarthy,library_checkout_P0014394,Returned,P0014394
res_partner_marie,Marie Collins Williams,Three Junes,Anchor,novela,JULIA GLASS,library_checkout_P0014395,Borrowed,P0014395
res_partner_bryan,Bryan Mata Bailey,Bleachers,Doubleday,égloga,John Grisham,library_checkout_P0014396,Returned,P0014396
res_partner_brent,Brent Weaver Pearson,Before I Say Good-Bye : A Novel,Simon &amp,égloga,Mary Higgins Clark,library_checkout_P0014397,Canceled,P0014397
res_partner_matthew,Matthew Garza Black,Alpha Teach Yourself American Sign Language in 24 Hours (Alpha Teach Yourself in 24 Hours),Alpha Books,ensayo,Trudy Suggs,library_checkout_P0014398,Returned,P0014398
res_partner_george,George Johnson Martinez,Fishboy: A Ghost's Story,Anchor,cuento,Mark Richard,library_checkout_P0014399,New,P0014399
res_partner_thomas,Thomas Smith Cameron,The Day I Almost Quit,F.J. Moody,novela,Frederick J. Moody,library_checkout_P0014400,New,P0014400
res_partner_robin,Robin Wright Reid,"Breath, Eyes, Memory",Vintage Books USA,crónica,Edwidge Danticat,library_checkout_P0014401,Returned,P0014401
res_partner_walter,Walter Moore Choi,Look at Me,Anchor Books/Doubleday,ensayo,Jennifer Egan,library_checkout_P0014402,Canceled,P0014402
res_partner_joyce,Joyce Miller Lamb,Die Nadel,Gustav Lubbe Verlag GmbH,ensayo,Ken Follett,library_checkout_P0014403,Returned,P0014403
res_partner_joseph,Joseph Thompson Watkins,Into the Wild,Anchor,cuento,Jon Krakauer,library_checkout_P0014404,Returned,P0014404
res_partner_matthew,Matthew Edwards Townsend,A Killing Gift,Onyx Books,novela,Leslie Glass,library_checkout_P0014405,Canceled,P0014405
res_partner_lauren,Lauren Ramirez Smith,Thorns of Truth,Signet Book,novela,Eileen Goudge,library_checkout_P0014406,Canceled,P0014406
res_partner_thomas,Thomas Hodge Castro,Dave Barry in Cyberspace,Ballantine Books,cuento,Dave Barry,library_checkout_P0014407,Canceled,P0014407
res_partner_lori,Lori Evans Santos,Cold Case,Signet Book,ensayo,Stephen White,library_checkout_P0014408,New,P0014408
res_partner_taylor,Taylor Vasquez Ruiz,A Tally of Types: With Additions by Several Hands ,Stanley Morison,égloga,And With a New Introduction by Mike Parker,library_checkout_P0014409,New,P0014409
res_partner_kara,Kara Anderson Donovan,Other worlds: The comical history of the states and empires of the moon and sun (Science fiction master series),New English Library,ensayo,Cyrano de Bergerac,library_checkout_P0014410,Canceled,P0014410
res_partner_julia,Julia Miller Young,"Metropolis (Bfi Film Classics, 54)",British Film Institute,ensayo,Thomas Elsaesser,library_checkout_P0014411,New,P0014411
res_partner_mikayla,Mikayla Mitchell York,Deep Wizardry: The Second Book in the Young Wizards Series,Magic Carpet Books,crónica,Diane Duane,library_checkout_P0014412,Borrowed,P0014412
res_partner_erin,Erin Burnett Patterson,"CHILD IS BORN, A",Dell,crónica,LENNART NILSSON,library_checkout_P0014413,Returned,P0014413
res_partner_alexandria,Alexandria Thomas Hood,The Gizmo,Puffin,cuento,Paul Jennings,library_checkout_P0014414,New,P0014414
res_partner_kathleen,Kathleen Campos Davis,Bridget Jones : The Edge of Reason,Viking Books,crónica,Helen Fielding,library_checkout_P0014415,Canceled,P0014415
res_partner_marc,Marc Collins Johnson,Der Gott der kleinen Dinge.,btb,cuento,Arundhati Roy,library_checkout_P0014416,Returned,P0014416
res_partner_kelly,Kelly Whitaker Gordon,Day of Reckoning,Berkley Publishing Group,cuento,Jack Higgins,library_checkout_P0014417,Canceled,P0014417
res_partner_betty,Betty Ramirez Lee,Plato Complete Works,Hackett Publishing Company,cuento,Plato,library_checkout_P0014418,Canceled,P0014418
res_partner_diana,Diana Johnson Carter,Der Tod kommt schnell in Mexico. ErzÃlungen.,Diogenes Verlag,cuento,Ray Bradbury,library_checkout_P0014419,Canceled,P0014419
res_partner_amanda,Amanda Ramos Meadows,In Country RI,Perennial,crónica,Bobbie Ann Mason,library_checkout_P0014420,Borrowed,P0014420
res_partner_sarah,Sarah Kelly Harvey,Eyeshot,Harper Mass Market Paperbacks (Mm),cuento,Lynn S. Hightower,library_checkout_P0014421,Borrowed,P0014421
res_partner_deanna,Deanna Hartman Landry,A Year in Provence,Vintage Books USA,cuento,Peter Mayle,library_checkout_P0014422,Returned,P0014422
res_partner_randall,Randall Edwards Evans,Something Wicked This Way Comes,Diogenes,cuento,Ray Bradbury,library_checkout_P0014423,New,P0014423
res_partner_christian,Christian Lopez Fernandez,Summer Light,Bantam Books,égloga,Luanne Rice,library_checkout_P0014424,New,P0014424
res_partner_whitney,Whitney Greene Davis,Table For Two,Silhouette,novela,Nora Roberts,library_checkout_P0014425,Borrowed,P0014425
res_partner_bradley,Bradley Luna Hudson,Saving Grace,Ballantine Books,crónica,LEE SMITH,library_checkout_P0014426,Canceled,P0014426
res_partner_kenneth,Kenneth Meyer Wright,The Beekeeper's Apprentice,Bantam,crónica,LAURIE R. KING,library_checkout_P0014427,Canceled,P0014427
res_partner_victor,Victor Torres Marsh,The Mist and the Magic (Harper Monogram),Harper Mass Market Paperbacks,crónica,Susan Wiggs,library_checkout_P0014428,Canceled,P0014428
res_partner_matthew,Matthew Parker Johnson,Come Home Forever,Scarlet Books,crónica,Jan McDaniel,library_checkout_P0014429,Canceled,P0014429
res_partner_amber,Amber Clark Yoder,Das Schlampenbuch. ErzÃƒ?Ã‚Â¤hlungen. ( neue frau).,Rowohlt Tb.,crónica,Milena Moser,library_checkout_P0014430,Canceled,P0014430
res_partner_erik,Erik Schaefer Frank,Shabanu: Daughter of the Wind (Border Trilogy),Laurel Leaf,égloga,SUZANNE FISHER STAPLES,library_checkout_P0014431,Canceled,P0014431
res_partner_lisa,Lisa Lawrence James,The Right Man : The Surprise Presidency of George W. Bush,Random House,cuento,DAVID FRUM,library_checkout_P0014432,New,P0014432
res_partner_donna,Donna Hood Harvey,More Cunning Than Man: A Social History of Rats and Man,Kensington Publishing Corp.,novela,Robert Hendrickson,library_checkout_P0014433,Borrowed,P0014433
res_partner_brittany,Brittany Flynn Fox,The Heavenly Man: The Remarkable True Story of Chinese Christian Brother Yun,Monarch Books,carta,Paul Hattaway,library_checkout_P0014434,Returned,P0014434
res_partner_sean,Sean Parker Reed,Die PrÃƒ?Ã‚Â¼fung.,Goldmann,cuento,F. Paul Wilson,library_checkout_P0014435,New,P0014435
res_partner_douglas,Douglas Jones Morris,Everything Is Illuminated : A Novel,Perennial,égloga,Jonathan Safran Foer,library_checkout_P0014436,Returned,P0014436
res_partner_jonathan,Jonathan Bauer Ford,Caddie Woodlawn - Newbery Promo '99 (Aladdin Fiction),Aladdin,ensayo,Carol Ryrie Brink,library_checkout_P0014437,Returned,P0014437
res_partner_caleb,Caleb Sullivan Smith,Circle of Three #12: Written in the Stars (Circle of Three),Avon,cuento,Isobel Bird,library_checkout_P0014438,Canceled,P0014438
res_partner_john,John Anderson Cameron,October Sky: A Memoir,Dell,ensayo,Homer Hickam,library_checkout_P0014439,New,P0014439
res_partner_johnny,Johnny Haynes Banks,Leading Corporate Citizens,McGraw-Hill/Irwin,ensayo,Sandra  Waddock,library_checkout_P0014440,Borrowed,P0014440
res_partner_walter,Walter Davis Thompson,Chosen Prey,Berkley Publishing Group,crónica,John Sandford,library_checkout_P0014441,Returned,P0014441
res_partner_tara,Tara Watson Young,"Arthur (The Pendragon Cycle, Book 3)",Good News Pub,cuento,Stephen R. Lawhead,library_checkout_P0014442,Returned,P0014442
res_partner_holly,Holly Brennan Patterson,Lost in Place: Growing Up Absurd in Suburbia,Vintage Books USA,ensayo,Mark Salzman,library_checkout_P0014443,Returned,P0014443
res_partner_nicole,Nicole Mcdonald Cameron,Kitchen,Washington Square Press,ensayo,Banana Yoshimoto,library_checkout_P0014444,Returned,P0014444
res_partner_karina,Karina Hogan Norris,"Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money--That the Poor and Middle Class Do Not!",Warner Books,crónica,Robert T. Kiyosaki,library_checkout_P0014445,Canceled,P0014445
res_partner_crystal,Crystal Davis Nelson,Solv-A-Crime Puzzles (Dover Game and Puzzle Activity Books),Dover Publications,égloga,A. C. Gordon,library_checkout_P0014446,Canceled,P0014446
res_partner_carolyn,Carolyn Oconnell Mclaughlin,Return to Isis,Rising Tide Press (AZ),novela,Jean Stewart,library_checkout_P0014447,Returned,P0014447
res_partner_christine,Christine Thomas Carter,Die Meute der Erben.,Piper,novela,Gaby Hauptmann,library_checkout_P0014448,New,P0014448
res_partner_sharon,Sharon Carter Henry,Die Klone der Joanna May. Roman.,Dtv,ensayo,Fay Weldon,library_checkout_P0014449,New,P0014449
res_partner_stephanie,Stephanie Castaneda Nguyen,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),Thomas Nelson,crónica,H. Jackson Brown,library_checkout_P0014450,Canceled,P0014450
res_partner_denise,Denise Howard Alvarez,The Girls' Guide to Hunting and Fishing,Penguin Books,carta,Melissa Bank,library_checkout_P0014451,Borrowed,P0014451
res_partner_bradley,Bradley Luna Hudson,OLD MAN AND THE SEA,Scribner,crónica,Ernest Hemingway,library_checkout_P0014452,Canceled,P0014452
res_partner_marie,Marie Collins Williams,"Of Mice and Men (Steinbeck \Essentials\"")""",Penguin Books Ltd,carta,John Steinbeck,library_checkout_P0014453,Canceled,P0014453
res_partner_rebecca,Rebecca Clark Cruz,Barchester Towers (Oxford Pocket Classics),Random House Value Publishing,carta,Anthony Trollope,library_checkout_P0014454,New,P0014454
res_partner_kathryn,Kathryn Clarke Little,Star Wars the Rebel Dawn: The Han Solo Trilogy (Star Wars: Han Solo Trilogy (Paperback)),Spectra Books,ensayo,A.C. Crispin,library_checkout_P0014455,Borrowed,P0014455
res_partner_sean,Sean Parker Reed,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure,Del Rey,cuento,WILLIAM GOLDMAN,library_checkout_P0014456,Borrowed,P0014456
res_partner_krystal,Krystal Hernandez Watkins,Lucky You,Warner Vision,novela,Carl Hiaasen,library_checkout_P0014457,Canceled,P0014457
res_partner_cassandra,Cassandra Barry Malone,The Last Time They Met : A Novel,Back Bay Books,cuento,Anita Shreve,library_checkout_P0014458,Canceled,P0014458
res_partner_taylor,Taylor Kirby Mason,"Arthur (The Pendragon Cycle, Book 3)",Good News Pub,cuento,Stephen R. Lawhead,library_checkout_P0014459,Borrowed,P0014459
res_partner_amy,Amy Ingram Taylor,As the Romans Do: An American Family's Italian Odyssey,Perennial,égloga,Alan Epstein,library_checkout_P0014460,New,P0014460
res_partner_heather,Heather Payne Davenport,Big Trouble,Berkley Publishing Group,égloga,Dave Barry,library_checkout_P0014461,Borrowed,P0014461
res_partner_keith,Keith Campbell Webb,Urn Burial,Viking Children's Books,ensayo,Robert Westall,library_checkout_P0014462,Borrowed,P0014462
res_partner_theresa,Theresa Hamilton Blair,Summer Light,Bantam Books,égloga,Luanne Rice,library_checkout_P0014463,Canceled,P0014463
res_partner_lauren,Lauren David Moore,Songs in Ordinary Time (Oprah's Book Club (Paperback)),Penguin Books,ensayo,Mary McGarry Morris,library_checkout_P0014464,New,P0014464
res_partner_nicholas,Nicholas Gonzalez Avila,The Sparrow,Fawcett Books,carta,MARY DORIA RUSSELL,library_checkout_P0014465,Borrowed,P0014465
res_partner_stephanie,Stephanie Castaneda Nguyen,Viaggi del tempo immobile (I coralli),Einaudi,novela,Roberto Vecchioni,library_checkout_P0014466,New,P0014466
res_partner_natasha,Natasha Torres Medina,Dating Big Bird,Dial Books,carta,Laura Zigman,library_checkout_P0014467,Canceled,P0014467
res_partner_victor,Victor Perez Watkins,The Doctor the Patient: The Personal Journey of a Physician With Cancer,Editech Pr,carta,Allen Widome,library_checkout_P0014468,Borrowed,P0014468
res_partner_tracy,Tracy Whitney Jackson,Shattered Uk,Michael Joseph Ltd,novela,Dick Francis,library_checkout_P0014469,Canceled,P0014469
res_partner_catherine,Catherine Price Barrett,Portrait in Sepia,HarperCollins Publishers,carta,Isabel Allende,library_checkout_P0014470,Canceled,P0014470
res_partner_timothy,Timothy Thompson Mclean,Far from the Madding Crowd (Wordsworth Classics),NTC/Contemporary Publishing Company,égloga,Thomas Hardy,library_checkout_P0014471,Returned,P0014471
res_partner_megan,Megan Ryan Doyle,Dances With Wolves,Fawcett Books,carta,Michael Blake,library_checkout_P0014472,New,P0014472
res_partner_alan,Alan Curry Warren,Captain Underpants and the Attack of the Talking Toilets: Another Epic Novel (Captain Underpants (Paper)),Scholastic,carta,Dav Pilkey,library_checkout_P0014473,Borrowed,P0014473
res_partner_james,James Raymond Levine,Skipping Christmas,Doubleday,carta,JOHN GRISHAM,library_checkout_P0014474,Borrowed,P0014474
res_partner_joshua,Joshua Murphy Hall,Pope Joan (Ballantine Reader's Circle),Ballantine Books,ensayo,Donna Woolfolk Cross,library_checkout_P0014475,Canceled,P0014475
res_partner_sharon,Sharon Carter Henry,Fg Cooks American,Avon,ensayo,J Smith,library_checkout_P0014476,New,P0014476
res_partner_katie,Katie Malone Hopkins,11th Hour,Pinnacle Books,crónica,Bradley Warshauer,library_checkout_P0014477,Returned,P0014477
res_partner_dustin,Dustin Bradford Aguilar,Summer Island,Ballantine Books,crónica,KRISTIN HANNAH,library_checkout_P0014478,Returned,P0014478
res_partner_kyle,Kyle Small Bryant,Sisters of the Earth: Women's Prose and Poetry About Nature,Vintage Books USA,égloga,Lorraine Anderson,library_checkout_P0014479,Borrowed,P0014479
res_partner_sara,Sara Gallegos Simmons,With Heart,Warner Vision,ensayo,Dorothy Garlock,library_checkout_P0014480,Returned,P0014480
res_partner_william,William Townsend Ross,The Florence King Reader,St. Martin's Press,novela,Florence King,library_checkout_P0014481,New,P0014481
res_partner_sarah,Sarah Anthony Stanley,While My Pretty One Sleeps,Pocket,novela,Mary Higgins Clark,library_checkout_P0014482,Returned,P0014482
res_partner_john,John Patterson Smith,Vittorio the Vampire: New Tales of the Vampires,Ballantine Books,égloga,Anne Rice,library_checkout_P0014483,New,P0014483
res_partner_gina,Gina Williams Ward,Househusband,Ballantine Books,cuento,AD HUDLER,library_checkout_P0014484,Returned,P0014484
res_partner_james,James Stevens Bradshaw,On the Road (Penguin 20th Century Classics),Penguin USA (Paper),carta,Jack Kerouac,library_checkout_P0014485,New,P0014485
res_partner_michelle,Michelle Bailey Jackson,Alien at St Wilfred's,Zondervan,ensayo,Adrian Plass,library_checkout_P0014486,Canceled,P0014486
res_partner_keith,Keith Garcia Cook,Early Poems (Dover Thrift Editions),Dover Publications,égloga,William Carlos Williams,library_checkout_P0014487,Borrowed,P0014487
res_partner_virginia,Virginia Jenkins Rivera,The Kalahari Typing School for Men : More from the No. 1 Ladies' Detective Agency,Pantheon,carta,Alexander McCall Smith,library_checkout_P0014488,Canceled,P0014488
res_partner_joseph,Joseph Wiggins Day,The Power of Myth (Illustrated Edition),Doubleday Books,novela,Joseph Campbell,library_checkout_P0014489,New,P0014489
res_partner_rebecca,Rebecca Smith King,Timeless/Four Breathtaking Tales of Hearts That Reach Across Time-For Love: A Midsummer Day's Dream/Lovers of the Golden Drum/Out of Time/Echoes of L,Berkley Publishing Group,ensayo,Linda Lael Miller,library_checkout_P0014490,Canceled,P0014490
res_partner_deborah,Deborah Phillips Sanchez,Whisper to Me of Love,Harper Mass Market Paperbacks,cuento,Shirlee Busbee,library_checkout_P0014491,Canceled,P0014491
res_partner_david,David Jones Lewis,The Time Machine (Troll Illustrated Classics),Troll Communications Llc,carta,H. G. Wells,library_checkout_P0014492,Canceled,P0014492
res_partner_sandra,Sandra Guerra Campbell,Daisy Fay and the Miracle Man,Warner Books,carta,Fannie Flagg,library_checkout_P0014493,Returned,P0014493
res_partner_walter,Walter Miller Williams,Pet Sematary,Pocket,égloga,Stephen King,library_checkout_P0014494,Returned,P0014494
res_partner_tony,Tony Romero Hutchinson,Portrait in Sepia,HarperCollins Publishers,carta,Isabel Allende,library_checkout_P0014495,New,P0014495
res_partner_ronald,Ronald Ramirez Lloyd,One Brick Shy,Infinity Publishing (PA),crónica,Jonathan Pearce,library_checkout_P0014496,Borrowed,P0014496
res_partner_gerald,Gerald Fuentes Fischer,Red Dragon,Dell Publishing Company,ensayo,Thomas Harris,library_checkout_P0014497,Returned,P0014497
res_partner_bruce,Bruce Lewis Davis,"The Pet Shop Mystery (Boxcar Children Special (Paper), No 7)",Albert Whitman &amp,cuento,Gertrude Chandler Warner,library_checkout_P0014498,New,P0014498
res_partner_mary,Mary Ingram Rivas,The World's Stupidest Signs,Michael O'Mara Books,ensayo,Michael O'Mara,library_checkout_P0014499,Borrowed,P0014499
res_partner_marco,Marco Smith Hanson,Arnold: An Unauthorized Biography,McGraw-Hill,crónica,Wendy Leigh,library_checkout_P0014500,Returned,P0014500
res_partner_david,David Hall Jones,Prescription for Terror,Andrew Scott Publishers,novela,Sandra Levy Ceren,library_checkout_P0014501,Borrowed,P0014501
res_partner_jennifer,Jennifer Smith Salazar,Dr. Atkins' Age-Defying Diet Revolution,St Martins Pr,égloga,Robert Atkins,library_checkout_P0014502,New,P0014502
res_partner_jimmy,Jimmy Austin Martinez,Freedom Train: The Story of Harriet Tubman,Scholastic,égloga,Dorothy Sterling,library_checkout_P0014503,Canceled,P0014503
res_partner_david,David Abbott Mccormick,A Room of One's Own,Harcourt,novela,Virginia Woolf,library_checkout_P0014504,Canceled,P0014504
res_partner_gina,Gina Garcia Savage,Exocet,Penguin Putnam~mass,cuento,Jack Higgins,library_checkout_P0014505,Returned,P0014505
res_partner_sandra,Sandra Guerra Campbell,Les Miserables,Fawcett,novela,VICTOR HUGO,library_checkout_P0014506,New,P0014506
res_partner_natalie,Natalie Quinn Brooks,Team Bush : Leadership Lessons from the Bush White House,McGraw-Hill,carta,Donald F. Kettl,library_checkout_P0014507,Returned,P0014507
res_partner_joshua,Joshua Ramsey King,The Shipping News : A Novel,Scribner,cuento,Annie Proulx,library_checkout_P0014508,Canceled,P0014508
res_partner_austin,Austin Brewer Herring,"It Happened to Nancy : By an Anonymous Teenager, A True Story from Her Diary (Confident Collector)",Avon,carta,Beatrice Sparks,library_checkout_P0014509,New,P0014509
res_partner_timothy,Timothy Daniels Ramos,The Penwyth Curse,Jove Books,égloga,Catherine Coulter,library_checkout_P0014510,Returned,P0014510
res_partner_chad,Chad Branch Crosby,Tattoo Girl,St. Martin's Griffin,crónica,Brooke Stevens,library_checkout_P0014511,Borrowed,P0014511
res_partner_patricia,Patricia Stewart Hahn,"Shadowdale (Forgotten Realms:  Avatar Trilogy, Book One)",Wizards of the Coast,ensayo,Scott Ciencin,library_checkout_P0014512,New,P0014512
res_partner_matthew,Matthew Taylor Cunningham,The Graywolf Annual Two : Short Stories by Women (Graywolf Annual),Graywolf Press,carta,Scott Walker,library_checkout_P0014513,Borrowed,P0014513
res_partner_sarah,Sarah Barry Allen,Next: The Future Just Happened,W.W. Norton &amp,crónica,Michael Lewis,library_checkout_P0014514,Canceled,P0014514
res_partner_rebekah,Rebekah Ortega Pacheco,Body of Lies,Bantam,crónica,IRIS JOHANSEN,library_checkout_P0014515,New,P0014515
res_partner_maureen,Maureen Howell Humphrey,The Forest House,Roc,novela,Marion Zimmer Bradley,library_checkout_P0014516,Returned,P0014516
res_partner_ashley,Ashley Burgess Montgomery,Seven Moves,Mariner Books,crónica,Carol Anshaw,library_checkout_P0014517,Returned,P0014517
res_partner_gregory,Gregory Levy Valencia,Breakfast of Champions,Dell Publishing Company,cuento,Kurt Vonnegut,library_checkout_P0014518,Borrowed,P0014518
res_partner_marcia,Marcia Stokes Woods,Rubinstein's Chess Masterpieces,Dover Publications,égloga,Akiba Rubinstein,library_checkout_P0014519,Borrowed,P0014519
res_partner_stephen,Stephen Andrews Hernandez,Shadowrun. Deutschland in den Schatten.,Heyne,crónica,Hans Joachim Alpers,library_checkout_P0014520,Borrowed,P0014520
res_partner_kimberly,Kimberly Rhodes Peters,Poetics of the New American Poetry,Grove Press,novela,Donald Merriam Allen,library_checkout_P0014521,New,P0014521
res_partner_paul,Paul Smith Anderson,Judge Judy Sheindlin's Win or Lose by How You Choose,HarperCollins,carta,Judge Judy Sheindlin,library_checkout_P0014522,Returned,P0014522
res_partner_bradley,Bradley Ruiz Malone,Return to Isis,Rising Tide Press (AZ),novela,Jean Stewart,library_checkout_P0014523,Canceled,P0014523
res_partner_andrew,Andrew Douglas Jackson,The Best of Roald Dahl,Vintage Books USA,novela,Roald Dahl,library_checkout_P0014524,Borrowed,P0014524
res_partner_jessica,Jessica Galloway Reynolds,The Missionary's Catechism,US,carta,Russell L. Ford,library_checkout_P0014525,Canceled,P0014525
res_partner_jordan,Jordan Young Jones,Crewel Lye,Ballantine Books,crónica,Piers Anthony,library_checkout_P0014526,Canceled,P0014526
res_partner_william,William Russell Castro,A Palette for Murder: Murder She Wrote (Murder She Wrote (Paperback)),Signet Book,cuento,Jessica Fletcher,library_checkout_P0014527,Borrowed,P0014527
res_partner_jessica,Jessica Duran Allen,The Patient,Bantam Books,cuento,Michael Palmer,library_checkout_P0014528,Canceled,P0014528
res_partner_joseph,Joseph Yates Pearson,Mount Vernon Love Story : A Novel of George and Martha Washington,Simon &amp,novela,Mary Higgins Clark,library_checkout_P0014529,Canceled,P0014529
res_partner_heather,Heather Lang Jenkins,Horus's Horrible Day (First Graders from Mars),Scholastic,novela,Shana Corey,library_checkout_P0014530,Borrowed,P0014530
res_partner_jodi,Jodi Chandler Roberts,American Gods,HarperTorch,ensayo,Neil Gaiman,library_checkout_P0014531,Canceled,P0014531
res_partner_blake,Blake Kirk Clark,Diario de Ana Frank,"Editores Mexicanos Unidos, S.A.",égloga,Anne Frank,library_checkout_P0014532,New,P0014532
res_partner_joseph,Joseph Merritt House,The Robber Bride,Bantam,ensayo,Margaret Atwood,library_checkout_P0014533,Returned,P0014533
res_partner_amanda,Amanda Rivera Smith,"The Word \Desire\""""",Henry Holt &amp,carta,Rikki Ducornet,library_checkout_P0014534,New,P0014534
res_partner_daniel,Daniel Jackson Hall,"Cat (kat), n",Workman Pub. Co,égloga,B Kliban,library_checkout_P0014535,Canceled,P0014535
res_partner_tanya,Tanya Johnson Nguyen,Charlotte Gray,Vintage Books USA,crónica,Sebastian Faulks,library_checkout_P0014536,Returned,P0014536
res_partner_jennifer,Jennifer Smith Salazar,How in the World?: A Fascinating Journey Through the World of Human Ingenuity,Readers Digest,cuento,Readers Digest,library_checkout_P0014537,Canceled,P0014537
res_partner_catherine,Catherine Chang Kelley,Good Omens,Ace Books,cuento,Neil Gaiman,library_checkout_P0014538,Borrowed,P0014538
res_partner_katrina,Katrina Blankenship Cruz,The Grave Maurice (Richard Jury Novels),Onyx Books,novela,Martha Grimes,library_checkout_P0014539,Canceled,P0014539
res_partner_haley,Haley Baker Bruce,The Morning After,Zebra Books,ensayo,Lisa Jackson,library_checkout_P0014540,Returned,P0014540
res_partner_john,John Mercado Cook,Welcome to My Planet: Where English Is Sometimes Spoken,Penguin Books,cuento,Shannon Olson,library_checkout_P0014541,New,P0014541
res_partner_craig,Craig Small Flores,Mientras Escribo,Distribooks,cuento,Stephen King,library_checkout_P0014542,Borrowed,P0014542
res_partner_colleen,Colleen Howard Charles,The Anubis Gates,Ace Books,novela,Tim Powers,library_checkout_P0014543,New,P0014543
res_partner_rebecca,Rebecca Smith King,Romantic Obsessions and Humiliations of Annie Sehlmeier,Laurel-Leaf Books,égloga,Louise Plummer,library_checkout_P0014544,Canceled,P0014544
res_partner_thomas,Thomas Salas Thomas,Der Magier. Der Erbe der Nacht.,Heyne,égloga,Wolfgang Hohlbein,library_checkout_P0014545,Borrowed,P0014545
res_partner_jennifer,Jennifer Matthews Norris,The Snow Garden,Pocket Star,crónica,Christopher Rice,library_checkout_P0014546,Borrowed,P0014546
res_partner_karina,Karina Hogan Norris,Taking the Ferry Home,Harpercollins Juvenile Books,crónica,Pam Conrad,library_checkout_P0014547,Returned,P0014547
res_partner_sean,Sean Carey Webb,The Icarus Agenda,Random House Value Pub,égloga,Robert Ludlum,library_checkout_P0014548,Borrowed,P0014548
res_partner_mary,Mary Simon Wood,Amanda Miranda,Harper Mass Market Paperbacks (Mm),crónica,Richard Peck,library_checkout_P0014549,New,P0014549
res_partner_thomas,Thomas Spencer Sexton,Ordinary People,Penguin Books,cuento,Judith Guest,library_checkout_P0014550,Returned,P0014550
res_partner_michelle,Michelle Reed Flowers,The Green Man : Tales from the Mythic Forest,Viking Juvenile,crónica,Ellen Datlow,library_checkout_P0014551,New,P0014551
res_partner_daniel,Daniel Davis Chan,Sunwing (Aladdin Fantasy),Aladdin,novela,Kenneth Oppel,library_checkout_P0014552,Borrowed,P0014552
res_partner_jeremy,Jeremy Howell Jordan,One Heart,HarperCollins Publishers,carta,Jane McCafferty,library_checkout_P0014553,New,P0014553
res_partner_richard,Richard Tran Small,Book of African Names,Black Classic Press,crónica,Osuntoki,library_checkout_P0014554,New,P0014554
res_partner_emily,Emily Johnson Osborne,The Hallelujah Side,Mariner Books,ensayo,Rhoda Huffey,library_checkout_P0014555,Canceled,P0014555
res_partner_beth,Beth Pope Ramsey,The Anatomist,Bantam Dell Pub Group,ensayo,Federico Andahazi,library_checkout_P0014556,New,P0014556
res_partner_timothy,Timothy Thompson Mclean,Ender's Game (Ender Wiggins Saga (Paperback)),Starscape Books,carta,Orson Scott Card,library_checkout_P0014557,Canceled,P0014557
res_partner_amy,Amy Ingram Taylor,Ghost Moon,Dell Publishing Company,novela,Karen Robards,library_checkout_P0014558,Returned,P0014558
res_partner_john,John Patterson Smith,The God of Small Things,Perennial,crónica,Arundhati Roy,library_checkout_P0014559,Canceled,P0014559
res_partner_billy,Billy Schroeder Arroyo,L'home del sac,Columna,ensayo,MÃƒÂ rius Serra,library_checkout_P0014560,Returned,P0014560
res_partner_rebecca,Rebecca Smith King,Contact,Love Spell,cuento,Susan Grant,library_checkout_P0014561,New,P0014561
res_partner_catherine,Catherine Parks Atkinson,This Year It Will Be Different: And Other Stories,Dell,ensayo,Maeve Binchy,library_checkout_P0014562,New,P0014562
res_partner_karen,Karen Lynch Martinez,A Little Princess,Pages Publishing Group,ensayo,Frances Hodgson  Burnett,library_checkout_P0014563,Canceled,P0014563
res_partner_bruce,Bruce Gonzales Simmons,Midnight in the Garden of Good and Evil: A Savannah Story,Random House,égloga,John Berendt,library_checkout_P0014564,Returned,P0014564
res_partner_derrick,Derrick Norton Gordon,Modern Manners: An Etiquette Book for Rude People,Atlantic Monthly Press,carta,P.J. O'Rourke,library_checkout_P0014565,Borrowed,P0014565
res_partner_kristen,Kristen Washington Mendoza,Neun ErzÃƒ?Ã‚Â¤hlungen.,Rowohlt Tb.,cuento,Jerome D. Salinger,library_checkout_P0014566,Canceled,P0014566
res_partner_james,James Watson Ortiz,Plays by and about Women,Vintage,cuento,VICTORIA SULLIVAN,library_checkout_P0014567,New,P0014567
res_partner_nicole,Nicole Miller Christensen,All Our Yesterdays (Large Print),Delacorte Press,ensayo,Robert B. Parker,library_checkout_P0014568,Borrowed,P0014568
res_partner_marco,Marco Smith Hanson,Strangers,Berkley Publishing Group,crónica,Dean R. Koontz,library_checkout_P0014569,Returned,P0014569
